sentence_index	path	sentence
1444	unknown_1444	Jista' l-Ministru jgħid jekk hemmx pjanijiet għall-privatizzazzjoni tal-marina ġewwa Buġibba?
1445	unknown_1445	Jiġifieri aħna m'aħniex ħmir!
1446	unknown_1446	Fl-aħħar mill-aħħar, irridu nsibu dak is-sens ta' bilanċ.
1447	unknown_1447	Qed nispeċifikalek, mingħand Chief Officers tal-Enemalta.
1448	unknown_1448	Jien irringrazzjajtha.
1449	unknown_1449	Le.
1450	unknown_1450	Dan biex ma nsemmix ukoll il-paragun ma' pajjiżi oħrajn.
1451	unknown_1451	Dak hu xogħolna.
1452	unknown_1452	Allura aħna biss se nkunu qed niddiskriminaw?
1453	unknown_1453	L-ismart meters ta' dawn il-konsumaturi ġew ippreżentati fil-Qorti.
1454	unknown_1454	Dan wara l-attakk li beda s-Sibt li għadda.
1455	unknown_1455	Insiefru spiss Londra għax-xiri; m'hemm xejn ħażin.
1456	unknown_1456	L-ajruport ta' Heathrow huwa wieħed mill-aktar ajruporti traffikużi fid-dinja.
1457	unknown_1457	Imbagħad jiskantaw bil-miljuni!
1458	unknown_1458	Hawnhekk għadna qed nitkellmu dejjem fuq il-loan li ngħatat mill-istati.
1459	unknown_1459	Aktar żviluppi dwar il-kwistjoni tal-laħam taż-żwiemel.
1460	unknown_1460	Sostna li f'dawn il-każi, dan jista' jsir.
1461	unknown_1461	Il-kumpens dovut għal kull biċċa art tidher fil-lista annessa.
1462	unknown_1462	Hawnhekk naqbel miegħu, imma kemm qed naraw li dan seħħ fl-ministeri?
1463	unknown_1463	Jien taf x'naf?!
1464	unknown_1464	Il-ġenituri tiegħu emigrew lejn l-Arġentina mill-Italja.
1465	unknown_1465	Kien hemm second stage?
1466	unknown_1466	Peress li kien hemm każi fejn saret xi ħsara, se jintalab rimedju.
1467	unknown_1467	Il-Professur.
1468	unknown_1468	Nistgħu nagħmluha wara għax xtaqt ngħid ħaġa fuqu?
1469	unknown_1469	Qed inpoġġi fuq il-Mejda tal-Kamra skeda bl-informazzjoni mitluba.
1470	unknown_1470	Allura mbagħad lilna kif qed jistaqsina x'se nagħmlu aħna?!
1471	unknown_1471	Issa hemm James Davis.
1472	unknown_1472	Dan kien wieħed mill-konsegwenzi ta' avveniment li seħħ eżatt mitt sena ilu.
1473	unknown_1473	Il-catwalk mistennija titlesta daqs ħamest ijiem oħra.
1474	unknown_1474	Nieħu l-kwistjoni tal-Unjoni Ewropea.
1475	unknown_1475	Heathrow u Gatwick infurmaw lill-passiġġiera li kienu qed joperaw bħas-soltu.
1476	unknown_1476	Dawn l-irziezet inbnew fi żmien il-Gran Mastru Lascaris.
1477	unknown_1477	Qalet li b'hekk biss jistgħu jieqfu dawn l-imwiet u t-traġedji.
1478	unknown_1478	Punt ieħor fuq l-insurances u l-indemnity.
1479	unknown_1479	Din hija biss prova li ż-żwieġ ġie ċelebrat.
1480	unknown_1480	X'inhi l-policy tal-gvern dwar dawn l-applikazzjonijiet?
1481	unknown_1481	Huwa jaqbel ma' din is-sitwazzjoni li l-Ministeru ma jafx fejn hu?
1482	unknown_1482	Il-Ministru ħa tliet sigħat u nofs imma dak għandu dritt.
1483	unknown_1483	Dan fost oħrajn, hu l-faxxinu tax-xjenza forensika.
1484	unknown_1484	L-għażliet iridu jsiru.
1485	unknown_1485	Din mhix kwestjoni li aħna għandna mal-Knisja.
1486	unknown_1486	X'tip ta' restawr u affarijiet bħal dawn isiru fiha?
1487	unknown_1487	Mela ħalli mmorru f'xena immaġinarja.
1488	unknown_1488	Hu għalhekk li l-proċess dinamiku jrid jinbidel.
1489	unknown_1489	Sfortunatament, dan mhux dejjem iseħħ.
1490	unknown_1490	Imma dal-grupp imorru fih nies ta' skola u ta' ċerta klassi.
1491	unknown_1491	Il-flus li jinġabru tul il-maratona se jmorru għal għaqdiet filantropiċi.
1492	unknown_1492	Hekk kulħadd iħossu li għandu xi kwalità speċjali u ma jgħirx għall-oħrajn.
1493	unknown_1493	Ħa nagħmillek mistoqsija li qed tiġini f'moħħi bħalissa.
1494	unknown_1494	Ħalli ma nkunx daqshekk estrem.
1495	unknown_1495	Dan huwa konċett totalment inaċċettabbli.
1496	unknown_1496	Il-liġijiet dwar il-ħarsien tal-konsumatur ma jispiċċaw qatt.
1497	unknown_1497	Bħalissa ma nafx x’qed jiġri Malta.
1498	unknown_1498	Ħafna mill-attenzjoni tmur fuq sport bħall-futbol u l-basketball.
1499	unknown_1499	Ngħaddi issa għall-kwestjoni tal-maġistrat inkwerenti.
1500	unknown_1500	Tgħid min għandu raġun?
1501	unknown_1501	Min qal li jien ma rridx li jsir żvilupp fil-Kottonera?
1502	unknown_1502	Fil-fatt wieħed jinnota li l-consortium huwa mħallat.
1503	unknown_1503	Ilni ma narak il-quddies tar-raħal.
1504	unknown_1504	Ma nonfħux skont fejn jonfoħ ir-riħ.
1505	unknown_1505	Fl-iskola fejn kont kien hemm bosta Lhud u xi Kattoliċi.
1506	unknown_1506	Din l-emenda għandha żewġ għanijiet ewlenin.
1507	unknown_1507	Kemm kienu jgħidu li din fabbrika tal-kanċer u smajniehom jirrepetuha llum ukoll!
1508	unknown_1508	Dawn jinkludu nuqqas ta' rqad u nuqqas ta' aptit.
1509	unknown_1509	Nixtieq ngħidilkom storja żgħira.
1510	unknown_1510	Jekk għandna dan il-worst case scenario kif se nkunu affettwati aħna?
1511	unknown_1511	Kien xogħol l-Avukat Ġenerali li jipproċedi bl-appell?
1512	unknown_1512	L-aggressur twaqqaf u ġie arrestat mill-pulizija tal-lokal.
1513	unknown_1513	Nispera li għamilt lili nnifsi ċar.
1514	unknown_1514	Il-black box naħseb jien!
1515	unknown_1515	Fiex kont tagħmel ġid lill-partit?
1516	unknown_1516	Imma x'ġara, Sur President?
1517	unknown_1517	Dan sabiex il-proġett Ewropew jakkwista aktar leġittimità demokratika.
1518	unknown_1518	Imma allura għalfejn bqajt tħallas?
1519	unknown_1519	Videla nstab ħati ta' serq tat-trabi.
1520	unknown_1520	Hekk ġara f'tibdiliet profondi tal-Kostituzzjoni.
1521	unknown_1521	Dan mhuwiex mod ta' kif għandna nħaddmu s-sistema.
1522	unknown_1522	Barra l-istudju, ningħataw opportunità li nagħmlu xi xogħol pastorali.
1523	unknown_1523	L-iskema se tidħol fis-seħħ fil-ġimgħat li ġejjin.
1524	unknown_1524	L-inċident seħħ fi triq li tagħti għall-Marsa.
1525	unknown_1525	Allaħares kien hemm bżonn il-prekawzjonijiet!
1526	unknown_1526	X'inhu l-grad tagħhom?
1527	unknown_1527	Dawn il-minuti kellhom jiġu konfermati fil-laqgħa li jmiss.
1528	unknown_1528	Minħabba dan, Jordan ikollu jieħu xi mediċini għal sentejn.
1529	unknown_1529	Membri tal-Protezzjoni Ċivili jinsabu fuq il-post biex jitfu n-nirien.
1530	unknown_1530	Dan mhux dejjem ikun jinvolvi ħlas.
1531	unknown_1531	Inħossni fortunat li lgħabna dawn l-erba' logħbiet għax servewna tajjeb.
1532	unknown_1532	X'inhu xogħolha?
1533	unknown_1533	Hija se tasal Malta llejla għall-ħabta tal-għaxra.
1534	unknown_1534	Indunajt li l-età hija rigal.
1535	unknown_1535	Hawn jirrakkonta ftit fuq ħajtu u fuq xi tfisser il-vokazzjoni għalih.
1536	unknown_1536	Trid tkun iebes daqs iż-żonqor biex jirnexxilek tkompli tgħix.
1537	unknown_1537	Jien kelli say daqs kulħadd fil-Kumitat.
1538	unknown_1538	Hemm bżonn nagħmlu distinzjoni bejn għajnuna umanitarja u għajnuna għall-iżvilupp.
1539	unknown_1539	Qisni rajt għasfur taħt il-mejda.
1540	unknown_1540	Għaliex dawn tħallew jitilqu minn Malta waqt li kien għaddej proċess kriminali?
1541	unknown_1541	Mela dak kien diskors tajjeb ħafna.
1542	unknown_1542	Konsolidazzjoni tal-Liġi tal-Kummerċ.
1543	unknown_1543	Min ħallas l-ispejjeż għaliha?
1544	unknown_1544	X'kien ir-riżultat ta' dawn l-ispezzjonijiet?
1545	unknown_1545	Meta saret l-aħħar Seduta tal-Qorti?
1546	unknown_1546	Aktar kmieni f'Monaco ttellgħu l-poloz għall-gruppi taċ-Champions League.
1547	unknown_1547	Sur President, se nippreżentalek l-ittra tar-riżenja tiegħi minn Membru Parlamentari.
1548	unknown_1548	Illum ikompli l-kampjonat premier wara l-waqfa tal-Għid il-Kbir.
1549	unknown_1549	F'Milan għadha kemm intemmet il-prova ġenerali tal-finali tal-programm.
1550	unknown_1550	Nagħlaq id-diskors tiegħi b'awgurju li s-sena d-dieħla mmorru aħjar.
1551	unknown_1551	Fil-ħajja, qatt mhu għaqli li wieħed jidħol fi sqaq.
1552	unknown_1552	Jirriżulta li dan il-post għadu kif ġie rrestawrat.
1553	unknown_1553	Dwar dan il-każ infetħet inkjesta maġisterjali u għaddejja investigazzjoni tal-Pulizija.
1554	unknown_1554	Hemm xi kjarifikazzjonijiet oħra li xi ħadd jixtieq jagħmel?
1555	unknown_1555	Fleur Vella hija lecturer l-Universita' u ekonomista.
1556	unknown_1556	Dan ifisser li f'Malta hawn tliet tobba għal kull elf pazjent.
1557	unknown_1557	Kien hemm każijiet miż-żewġ naħat.
1558	unknown_1558	Kelli rispons qawwi ħafna f'Għawdex.
1559	unknown_1559	M'għandi l-ebda diffikultà.
1560	unknown_1560	Ir-riħ qawwi mistenni jibqa' jippersisti fil-jiem li ġejjin.
1561	unknown_1561	Imma għaliex taħseb li ma kienx konflitt ta' interess?
1562	unknown_1562	Apparti mill-impenji personali, irrid insemmi lill-atleti li qed nikkowċja.
1563	unknown_1563	Għalhekk l-Oppożizzjoni qed tistenna li l-Gvern jagħti d-dettalji kollha.
1564	unknown_1564	Dan ifisser li għandhom żieda ta' sentejn fuq iż-żmien stipulat.
1565	unknown_1565	Ilni nistaqsiha imma sal-lum għad ma kellix risposta ċara.
1566	unknown_1566	L-Istrateġija hija msejsa fuq il-Qafas tal-Kurrikulu Nazzjonali.
1567	unknown_1567	Anke jien kont intenzjonata li nibda nuża l-karozza tal-linja imma għarrali.
1568	unknown_1568	U allaħares ma kienx hekk!
1569	unknown_1569	Illum kważi ngħid bil-kontra.
1570	unknown_1570	Se jkun hemm żieda fil-miżati mid-Dipartiment tal-Gvern.
1571	unknown_1571	Dan iċ-ċertifikat joħroġ wara konsultazzjoni mal-Avukat Ġenerali.
1572	unknown_1572	L-ewwel nett hija diffiċli ħafna biex anzjan joħroġ minn ġod-dar.
1573	unknown_1573	Bla ma pprovdew ir-rata tal-imgħax.
1574	unknown_1574	Allura kif se tikkoreġiha?
1575	unknown_1575	Għandi dan it-test hawnhekk għax ma nużawhx?
1576	unknown_1576	Illejla ma ġejtx hawnhekk biex ngħaddi ġudizzju politiku!
1577	unknown_1577	Ovvjament, il-capital cost tiegħu huwa aktar mill-equipment l-ieħor.
1578	unknown_1578	Illum il-ġurnata faċli ħafna.
1579	unknown_1579	L-amministrazzjoni tista' tissuġġerixxi imma ma tistax timponi.
1580	unknown_1580	Ħa nibda mill-aħħar punt.
1581	unknown_1581	Fr Karmenu saħaq fuq l-importanza tal-opportunitajiet għaż-żgħażagħ.
1582	unknown_1582	Infetaħ dan il-casino?
1583	unknown_1583	Hemm ħafna iktar minn hekk.
1584	unknown_1584	U jekk kien jaf, seta' fil-fatt baqa' għaddej?
1585	unknown_1585	Nerġa' ngħid, din hija liġi li se tkun fuq l-istatute books.
1586	unknown_1586	Mhux aktar minn għaxar dollari amerikani!
1587	unknown_1587	Minbarra ż-żewġ piloti, kien hemm ukoll abbord sitt membri tal-ekwipaġġ.
1588	unknown_1588	Iktar naħseb.
1589	unknown_1589	L-iSpeaker jiddeċiedi!
1590	unknown_1590	Dak hu l-istitut tal-adozzjoni.
1591	unknown_1591	Dan baqa' sejjer sal-kostituzzjoni indipendenti nnifisha li ġiet imfassla mal-Ingliżi.
1592	unknown_1592	Il-Ministru Farrugia ħabbar ukoll numru ta' inizjattivi oħra.
1593	unknown_1593	Kif iwaħħad iż-żewġ ministeri?
1594	unknown_1594	Missier, oħroġni bis-sliem minn ġuf ommi u wassalni sat-twelid.
1595	unknown_1595	Dawk huma riferenzi li ma tistax tagħmilhom.
1596	unknown_1596	Dan pajjiż ċejken ħdejn l-enormità tas-Sudan.
1597	unknown_1597	Jien ma naħsibx li qiegħed tagħmel talba insensata!
1598	unknown_1598	Il-Papa qal dan waqt l-udjenza ġenerali ta' nhar t'Erbgħa.
1599	unknown_1599	Rapporti qed jgħidu li mingħajr ftehim, il-Greċja tfalli.
1600	unknown_1600	Il-Ministru Leo Brincat.
1601	unknown_1601	Jien qed ngħid x'għamilna fir-rapport tagħna.
1602	unknown_1602	Fit-tradizzjoni tagħna, aħna qatt ma niggvernaw kontra r-rieda tal-maġġoranza.
1603	unknown_1603	Dawn qed jaħdmu taħt pressjoni kontinwa kemm minn fuq kif ukoll minn isfel.
1604	unknown_1604	Il-kundizzjoni tar-raġel għadha mhix magħrufa.
1605	unknown_1605	Tlifna kull fiduċja fih.
1606	unknown_1606	Huwa argument li tisimgħu ta' sikwit.
1607	unknown_1607	X'qed ikunu r-riżultati miksuba?
1608	unknown_1608	Mhux biss jekk ma jirrispondix.
1609	unknown_1609	Issa sab soluzzjoni, dik li jbigħ iċ-ċittadinanza.
1610	unknown_1610	Niġi għat-tielet punt.
1611	unknown_1611	Min aħna biex niġġudikaw?
1612	unknown_1612	Mela ħalli nressaq din l-emenda verbali.
1613	unknown_1613	Qalet ukoll li darba ħasbet biex taqbeż mit-tieqa iżda beżgħet.
1614	unknown_1614	Però qed ngħid li nistgħu nagħmluha għada u nistgħu nagħmluha nhar it-Tnejn.
1615	unknown_1615	U jien hekk naħseb, li hija tajba ħafna.
1616	unknown_1616	Jien taf x'kont nissuġerixxi?
1617	unknown_1617	Paul Portelli kkonferma li ebda dar tal-anzjani tal-Knisja mhi se tagħlaq.
1618	unknown_1618	Però kienet sfida kbira li ħadt pjaċir naħdem fuqha.
1619	unknown_1619	Hemm ħafna pajjiżi li għandhom din l-istruttura ta' qorti suprema.
1620	unknown_1620	Għażlet li ma tikkummentax jekk hix lesta għall-Presidenza.
1621	unknown_1621	Ma nistax nifhem lill-Oppożizzjoni!
1622	unknown_1622	Għamilnieh għax irridu li jkun hemm riforma verament effiċjenti.
1623	unknown_1623	Nemmnu fihom dawn l-affarijiet?
1624	unknown_1624	Mons. Cremona ngħata t-titlu ta' Arċisqof Emeritu ta' Malta.
1625	unknown_1625	Imma min iridha l-elezzjoni?
1626	unknown_1626	B'hekk inkunu qegħdin inkopru din.
1627	unknown_1627	Kemm ġew allokati fondi biex isir dan ix-xogħol?
1628	unknown_1628	Jista' jagħti dettalji ta' kemm ingħataw promozzjonijiet u lil min?
1629	unknown_1629	Forsi tajjeb li s-Segretarju Parlamentari jweġbilna din il-mistoqsija.
1630	unknown_1630	Kbir iżda bla saħħa.
1631	unknown_1631	Qed jispekulaw ukoll li isem it-tarbija se jkun Elizabeth.
1632	unknown_1632	Kien hawn li Lizzie riedet tagħti risposta.
1633	unknown_1633	Il-Union qalet li ma teskludix iktar azzjonijiet jekk is-sitwazzjoni ma titranġax.
1634	unknown_1634	Imma kif ġa għidtlek, il-bżonn iġiegħlek tagħmel kollox.
1635	unknown_1635	B'dan il-mod aktar idumu jduru.
1636	unknown_1636	Ir-ruling huwa ċar daqs il-kristall.
1637	unknown_1637	Bħal kulħadd!
1638	unknown_1638	Illum għollejtha, mhux f'Novembru li għadda!
1639	unknown_1639	Xi ħaġa oħra interessanti hija fuq l-użu lokali.
1640	unknown_1640	Jista' jgħid x'kienet l-ispiża fuqhom?
1641	unknown_1641	Purċinell!
1642	unknown_1642	Għadd ta' persuni oħra sfaw midruba.
1643	unknown_1643	Dak kien il-punt tiegħi u mhux li ma jiġi ħadd.
1644	unknown_1644	Jien miegħek!
1645	unknown_1645	F'ċerimonja apposta li saret ilbieraħ, attendew diversi ammiraturi u sewwieqa leġġendarji.
1646	unknown_1646	Liema main se jkun qed jissostitwixxi l-main l-antik.
1647	unknown_1647	Ma kienx hemm konflitti iżda ġiet mogħtija doveri akbar fil-Ministeru.
1648	unknown_1648	Issa l-bord sab li dan it-tender kien tailor made u waqqgħuh.
1649	unknown_1649	Dik kienet l-ewwel inizjattiva.
1650	unknown_1650	M'għandix għalfejn neħodha bi kbira meta nagħmel xi żball.
1651	unknown_1651	Il-futur ta' dan l-isport jiddependi minn kif tmexxih l-għaqda.
1652	unknown_1652	Hemm diversi affarijiet oħrajn li qegħdin nagħmlu.
1653	unknown_1653	Qal li malli jiddeportaw għaxar persuni, jaslu mijiet oħra.
1654	unknown_1654	Kont responsabbli wkoll għad-dħul tal-internal audit concept fis-Servizz Pubbliku.
1655	unknown_1655	Is-Sindku Joanna Gonzi ridithom mejtin.
1656	unknown_1656	Mela hawnhekk qed nitkellmu fuq it-tfal?!
1657	unknown_1657	Sal-lum dik hi l-pożizzjoni legali.
1658	unknown_1658	Il-Gvern jemmen bis-sħiħ fiż-żgħażagħ.
1659	unknown_1659	Dan minħabba li n-numri rreklamati fuq l-ambulanzi kienu ħżiena.
1660	unknown_1660	Dan tridu jekk tkun se tagħmel infrastruttura.
1661	unknown_1661	Imbagħad meta naġġustaw għaliha naraw li lħaqna l-bilanċ mixtieq.
1662	unknown_1662	Din hi liġi li terħi kollox f'idejn kumpanija privata barranija.
1663	unknown_1663	Fil-fatt Maradona kien ukoll ma' Barcelona, għoxrin sena qabel.
1664	unknown_1664	Biex ma nsemmix il-leħen irritanti li ntgħażel biex jaqra r-reklami!
1665	unknown_1665	Minflok naqas, in-numru żdied.
1666	unknown_1666	Dan l-ammont li fih innifsu huwa sostanzjali għadu ma ntużax.
1667	unknown_1667	L-aħħar ħaġa li nixtieq insemmi tikkonċerna l-borrowing requirements.
1668	unknown_1668	Jagħti eżempji b'Rita Schembri.
1669	unknown_1669	Kien hemm ukoll diversi nisa tqal.
1670	unknown_1670	Mhux kulħadd qabel magħha, imma kien hemm min kellu dawn il-ħsibijiet.
1671	unknown_1671	U għalhekk mhux għax kellna xi diskriminazzjoni fir-rapport.
1672	unknown_1672	Fil-politika kapaċi ningħaqdu għal affarijiet pożittivi.
1673	unknown_1673	Lanqas niftakar x'kienet ir-risposta.
1674	unknown_1674	Ma kienx hemm x'tagħmel.
1675	unknown_1675	L-istess ħaġa jiġri rigward il-posta.
1676	unknown_1676	Matul iż-żmien rajna ħafna tibdil li ta l-frott.
1677	unknown_1677	Hawn tajjeb li wieħed jifhem eżatt x'infissru bir-rati tal-qgħad.
1678	unknown_1678	Kollox qiegħed on record hawnhekk!
1679	unknown_1679	Meta se jiġu ngaġġati?
1680	unknown_1680	Il-Pulizija għadha għaddejja bl-investigazzjoni fuq il-każ.
1681	unknown_1681	Issa qiegħed jgħinha lil Malta.
1682	unknown_1682	Imbagħad illejla madwar it-toroq ta' Bormla toħroġ purċissjoni bl-istatwa tal-Madonna.
1683	unknown_1683	Le, m'għandix.
1684	unknown_1684	Għall-ewwel kelli nħokk rasi mhux ħażin biex nara ma' liema partit hu.
1685	unknown_1685	Il-ktieb jinsab għall-bejgħ mill-ħwienet tal-kotba madwar Malta u Għawdex.
1686	unknown_1686	Qed nipprova naħseb jekk din tagħtix lok għal tul ta' żmien żejjed.
1687	unknown_1687	Għaraft ukoll is-sejħa għas-saċerdozju.
1688	unknown_1688	Kien hawn min semma t-telf u qal li l-Posta dejjem tilfet.
1689	unknown_1689	Aqra r-rapport!
1690	unknown_1690	Din hija r-raġuni.
1691	unknown_1691	M'għandniex dawn l-istrutturi li jagħtu dan kollu.
1692	unknown_1692	Imma fil-preżent dak il-mudell m'għadux il-mudell predominanti.
1693	unknown_1693	Tony Debono kien konsulent.
1694	unknown_1694	U għalhekk għandi bżonn lill-vittma sabiex tgħinni niġġieled!
1695	unknown_1695	Din se tkun attrezzata bl-aktar servizzi moderni u varji.
1696	unknown_1696	Din hija s-separation of powers.
1697	unknown_1697	Iħares lejn il-mappa li pinġejtlu bl-addoċċ u jistaqsini fejn hi Pariġi.
1698	unknown_1698	Sal-mewt niġġieldu!
1699	unknown_1699	Jista' jgħid jekk hemmx il-ħsieb li dan il-bus terminus jespandi?
1700	unknown_1700	Nagħmlu differenza b'ħidma flimkien.
1701	unknown_1701	Aħna għandna rapporti oħrajn għaddejjin.
1702	unknown_1702	Id-droga nstabet f'qiegħ falz tal-bagalja tagħha.
1703	unknown_1703	U magħhom il-kanċer.
1704	unknown_1704	L-aqwa li għadni niftakar il-ġrajjiet importanti.
1705	unknown_1705	Iġri jasal kollox!
1706	unknown_1706	Imma dawn huma suġġerimenti li jridu jiġu diskussi.
1707	unknown_1707	Grazzi tal-informazzjoni.
1708	unknown_1708	Dan wara li aktar kmieni dalgħodu seħħ inċident tat-traffiku.
1709	unknown_1709	Huwa qal li din id-direzzjoni għad trid tissarraf b'mod konkret.
1710	unknown_1710	Dan huwa programm ta' recovery fis-sistema tas-saħħa.
1711	unknown_1711	Kif ikun Sergio meta mhux fuq it-televiżjoni?
1712	unknown_1712	Jirriżulta wkoll li nsterqu xi affarijiet.
1713	unknown_1713	Il-maġġoranza ta' dawk preżenti qed jgħidu li huma Laburisti.
1714	unknown_1714	Dak mhuwiex mod tajjeb kif isiru d-deċiżjonijiet.
1715	unknown_1715	Dawn għandhom id-dritt li bejniethom jaċċettaw obbligi.
1716	unknown_1716	Għaldaqstant naħseb li ż-żewġ kunċetti għandhom jingħaqdu flimkien.
1717	unknown_1717	Jekk wieħed janalizza s-sitwazzjoni sew isib li jeżistu forom differenti ta' faqar.
1718	unknown_1718	Dan huwa terminu tekniku li ta' min jispjega fil-qosor x'inhuwa.
